YEAR,STATE,COUNTY,PARTY,VOTES
2024,IN,Fulton County,Republican,6633
2024,IN,Fulton County,Democratic,2097
2024,IN,Gibson County,Republican,11896
2024,IN,Gibson County,Democratic,3722
2024,IN,Grant County,Republican,17580
2024,IN,Grant County,Democratic,7083
2024,IN,Greene County,Republican,11132
2024,IN,Greene County,Democratic,3270
2024,IN,Hamilton County,Republican,102318
2024,IN,Hamilton County,Democratic,90394
2024,IN,Hancock County,Republican,29288
2024,IN,Hancock County,Democratic,14312
2024,IN,Harrison County,Republican,14830
2024,IN,Harrison County,Democratic,5233
2024,IN,Hendricks County,Republican,49783
2024,IN,Hendricks County,Democratic,31917
2024,IN,Henry County,Republican,15033
2024,IN,Henry County,Democratic,5208
2024,IN,Howard County,Republican,25871
2024,IN,Howard County,Democratic,12197
2024,IN,Huntington County,Republican,12990
2024,IN,Huntington County,Democratic,4416
2024,IN,Jackson County,Republican,14323
2024,IN,Jackson County,Democratic,4015
2024,IN,Jasper County,Republican,12082
2024,IN,Jasper County,Democratic,3489
2024,IN,Jay County,Republican,6217
2024,IN,Jay County,Democratic,1747
2024,IN,Jefferson County,Republican,9614
2024,IN,Jefferson County,Democratic,4442
2024,IN,Jennings County,Republican,9273
2024,IN,Jennings County,Democratic,2328
2024,IN,Johnson County,Republican,51588
2024,IN,Johnson County,Democratic,24880
2024,IN,Knox County,Republican,11236
2024,IN,Knox County,Democratic,3625
2024,IN,Kosciusko County,Republican,26213
2024,IN,Kosciusko County,Democratic,7995
2024,IN,LaGrange County,Republican,8073
2024,IN,LaGrange County,Democratic,2162
2024,IN,LaPorte County,Republican,26726
2024,IN,LaPorte County,Democratic,20007
2024,IN,Lake County,Republican,97270
2024,IN,Lake County,Democratic,109086
2024,IN,Lawrence County,Republican,15830
2024,IN,Lawrence County,Democratic,5010
2024,IN,Madison County,Republican,34837
2024,IN,Madison County,Democratic,19824
2024,IN,Marion County,Republican,124327
2024,IN,Marion County,Democratic,221719
2024,IN,Marshall County,Republican,13837
2024,IN,Marshall County,Democratic,5356
2024,IN,Martin County,Republican,3961
2024,IN,Martin County,Democratic,933
2024,IN,Miami County,Republican,10670
2024,IN,Miami County,Democratic,3046
2024,IN,Monroe County,Republican,21004
2024,IN,Monroe County,Democratic,37213
2024,IN,Montgomery County,Republican,12122
2024,IN,Montgomery County,Democratic,4134
2024,IN,Morgan County,Republican,26965
2024,IN,Morgan County,Democratic,7765
2024,IN,Newton County,Republican,5131
2024,IN,Newton County,Democratic,1370
2024,IN,Noble County,Republican,14209
2024,IN,Noble County,Democratic,4462
2024,IN,Ohio County,Republican,2381
2024,IN,Ohio County,Democratic,666
2024,IN,Orange County,Republican,6467
2024,IN,Orange County,Democratic,1988
2024,IN,Owen County,Republican,7360
2024,IN,Owen County,Democratic,2354
2024,IN,Parke County,Republican,5158
2024,IN,Parke County,Democratic,1371
2024,IN,Perry County,Republican,5549
2024,IN,Perry County,Democratic,2970
2024,IN,Pike County,Republican,4610
2024,IN,Pike County,Democratic,1314
2024,IN,Porter County,Republican,46109
2024,IN,Porter County,Democratic,37213
2024,IN,Posey County,Republican,9206
2024,IN,Posey County,Democratic,3572
2024,IN,Pulaski County,Republican,4372
2024,IN,Pulaski County,Democratic,1280
2024,IN,Putnam County,Republican,12566
2024,IN,Putnam County,Democratic,3871
2024,IN,Randolph County,Republican,8008
2024,IN,Randolph County,Democratic,2349
2024,IN,Ripley County,Republican,11526
2024,IN,Ripley County,Democratic,2682
2024,IN,Rush County,Republican,5812
2024,IN,Rush County,Democratic,1675
2024,IN,Scott County,Republican,7633
2024,IN,Scott County,Democratic,2389
2024,IN,Shelby County,Republican,14438
2024,IN,Shelby County,Democratic,4955
2024,IN,Spencer County,Republican,7364
2024,IN,Spencer County,Democratic,2853
2024,IN,St. Joseph County,Republican,53585
2024,IN,St. Joseph County,Democratic,55215
2024,IN,Starke County,Republican,7889
2024,IN,Starke County,Democratic,2436
2024,IN,Steuben County,Republican,11487
2024,IN,Steuben County,Democratic,4598
2024,IN,Sullivan County,Republican,6639
2024,IN,Sullivan County,Democratic,2006
2024,IN,Switzerland County,Republican,3319
2024,IN,Switzerland County,Democratic,873
2024,IN,Tippecanoe County,Republican,32783
2024,IN,Tippecanoe County,Democratic,32683
2024,IN,Tipton County,Republican,5946
2024,IN,Tipton County,Democratic,1893
2024,IN,Union County,Republican,2698
2024,IN,Union County,Democratic,746
2024,IN,Vanderburgh County,Republican,41056
2024,IN,Vanderburgh County,Democratic,31727
2024,IN,Vermillion County,Republican,5174
2024,IN,Vermillion County,Democratic,1928
2024,IN,Vigo County,Republican,23738
2024,IN,Vigo County,Democratic,16338
2024,IN,Wabash County,Republican,10425
2024,IN,Wabash County,Democratic,3335
2024,IN,Warren County,Republican,3402
2024,IN,Warren County,Democratic,898
2024,IN,Warrick County,Republican,21280
2024,IN,Warrick County,Democratic,11292
2024,IN,Washington County,Republican,9739
2024,IN,Washington County,Democratic,2764
2024,IN,Wayne County,Republican,17526
2024,IN,Wayne County,Democratic,8828
2024,IN,Wells County,Republican,11006
2024,IN,Wells County,Democratic,2850
2024,IN,White County,Republican,7969
2024,IN,White County,Democratic,2945
2024,IN,Whitley County,Republican,13122
2024,IN,Whitley County,Democratic,4275
2024,KS,Allen County,Republican,4029
2024,KS,Allen County,Democratic,1445
2024,KS,Anderson County,Republican,2998
2024,KS,Anderson County,Democratic,732
2024,KS,Atchison County,Republican,4911
2024,KS,Atchison County,Democratic,2201
2024,KS,Barber County,Republican,1854
2024,KS,Barber County,Democratic,288
2024,KS,Barton County,Republican,8205
2024,KS,Barton County,Democratic,2207
2024,KS,Bourbon County,Republican,5003
2024,KS,Bourbon County,Democratic,1444
2024,KS,Brown County,Republican,3106
2024,KS,Brown County,Democratic,1065
2024,KS,Butler County,Republican,22426
2024,KS,Butler County,Democratic,9150
2024,KS,Chase County,Republican,1090
2024,KS,Chase County,Democratic,348
2024,KS,Chautauqua County,Republican,1299
2024,KS,Chautauqua County,Democratic,211
2024,KS,Cherokee County,Republican,6584
2024,KS,Cherokee County,Democratic,1970
2024,KS,Cheyenne County,Republican,1185
2024,KS,Cheyenne County,Democratic,206
2024,KS,Clark County,Republican,867
2024,KS,Clark County,Democratic,129
2024,KS,Clay County,Republican,3150
2024,KS,Clay County,Democratic,867
2024,KS,Cloud County,Republican,3218
2024,KS,Cloud County,Democratic,767
2024,KS,Coffey County,Republican,3371
2024,KS,Coffey County,Democratic,934
2024,KS,Comanche County,Republican,727
2024,KS,Comanche County,Democratic,130
2024,KS,Cowley County,Republican,9360
2024,KS,Cowley County,Democratic,3919
2024,KS,Crawford County,Republican,10084
2024,KS,Crawford County,Democratic,5956
2024,KS,Decatur County,Republican,1217
2024,KS,Decatur County,Democratic,215
2024,KS,Dickinson County,Republican,7014
2024,KS,Dickinson County,Democratic,1989
2024,KS,Doniphan County,Republican,2899
2024,KS,Doniphan County,Democratic,626
2024,KS,Douglas County,Republican,17523
2024,KS,Douglas County,Democratic,39582
2024,KS,Edwards County,Republican,1042
2024,KS,Edwards County,Democratic,213
2024,KS,Elk County,Republican,1123
2024,KS,Elk County,Democratic,191
2024,KS,Ellis County,Republican,9743
2024,KS,Ellis County,Democratic,3511
2024,KS,Ellsworth County,Republican,2078
2024,KS,Ellsworth County,Democratic,636
2024,KS,Finney County,Republican,7166
2024,KS,Finney County,Democratic,3425
2024,KS,Ford County,Republican,5616
2024,KS,Ford County,Democratic,2461
2024,KS,Franklin County,Republican,8773
2024,KS,Franklin County,Democratic,3676
2024,KS,Geary County,Republican,5288
2024,KS,Geary County,Democratic,3674
2024,KS,Gove County,Republican,1227
2024,KS,Gove County,Democratic,150
2024,KS,Graham County,Republican,1055
2024,KS,Graham County,Democratic,210
2024,KS,Grant County,Republican,1793
2024,KS,Grant County,Democratic,395
2024,KS,Gray County,Republican,1837
2024,KS,Gray County,Democratic,324
2024,KS,Greeley County,Republican,510
2024,KS,Greeley County,Democratic,75
2024,KS,Greenwood County,Republican,2299
2024,KS,Greenwood County,Democratic,541
2024,KS,Hamilton County,Republican,671
2024,KS,Hamilton County,Democratic,131
2024,KS,Harper County,Republican,2072
2024,KS,Harper County,Democratic,437
2024,KS,Harvey County,Republican,9591
2024,KS,Harvey County,Democratic,6202
2024,KS,Haskell County,Republican,1045
2024,KS,Haskell County,Democratic,221
2024,KS,Hodgeman County,Republican,817
2024,KS,Hodgeman County,Democratic,136
2024,KS,Jackson County,Republican,4557
2024,KS,Jackson County,Democratic,1799
2024,KS,Jefferson County,Republican,6694
2024,KS,Jefferson County,Democratic,3030
2024,KS,Jewell County,Republican,1370
2024,KS,Jewell County,Democratic,176
2024,KS,Johnson County,Republican,154247
2024,KS,Johnson County,Democratic,183451
2024,KS,Kearny County,Republican,1082
2024,KS,Kearny County,Democratic,192
2024,KS,Kingman County,Republican,3119
2024,KS,Kingman County,Democratic,753
2024,KS,Kiowa County,Republican,941
2024,KS,Kiowa County,Democratic,151
2024,KS,Labette County,Republican,5410
2024,KS,Labette County,Democratic,2385
2024,KS,Lane County,Republican,709
2024,KS,Lane County,Democratic,111
2024,KS,Leavenworth County,Republican,22055
2024,KS,Leavenworth County,Democratic,13732
2024,KS,Lincoln County,Republican,1233
2024,KS,Lincoln County,Democratic,250
2024,KS,Linn County,Republican,4093
2024,KS,Linn County,Democratic,854
2024,KS,Logan County,Republican,1186
2024,KS,Logan County,Democratic,183
2024,KS,Lyon County,Republican,7462
2024,KS,Lyon County,Democratic,5515
2024,KS,Marion County,Republican,4312
2024,KS,Marion County,Democratic,1429
2024,KS,Marshall County,Republican,3644
2024,KS,Marshall County,Democratic,1205
2024,KS,McPherson County,Republican,9816
2024,KS,McPherson County,Democratic,4021
2024,KS,Meade County,Republican,1427
2024,KS,Meade County,Democratic,247
2024,KS,Miami County,Republican,12854
2024,KS,Miami County,Democratic,5472
2024,KS,Mitchell County,Republican,2608
2024,KS,Mitchell County,Democratic,528
2024,KS,Montgomery County,Republican,9287
2024,KS,Montgomery County,Democratic,2934
2024,KS,Morris County,Republican,2021
2024,KS,Morris County,Democratic,721
2024,KS,Morton County,Republican,909
2024,KS,Morton County,Democratic,131
2024,KS,Nemaha County,Republican,4655
2024,KS,Nemaha County,Democratic,888
2024,KS,Neosho County,Republican,4961
2024,KS,Neosho County,Democratic,1696
2024,KS,Ness County,Republican,1205
2024,KS,Ness County,Democratic,129
2024,KS,Norton County,Republican,1882
2024,KS,Norton County,Democratic,346
2024,KS,Osage County,Republican,5736
2024,KS,Osage County,Democratic,1946
2024,KS,Osborne County,Republican,1477
2024,KS,Osborne County,Democratic,261
2024,KS,Ottawa County,Republican,2475
2024,KS,Ottawa County,Democratic,476
2024,KS,Pawnee County,Republican,2003
2024,KS,Pawnee County,Democratic,625
2024,KS,Phillips County,Republican,2356
2024,KS,Phillips County,Democratic,331
2024,KS,Pottawatomie County,Republican,9811
2024,KS,Pottawatomie County,Democratic,3394
2024,KS,Pratt County,Republican,3054
2024,KS,Pratt County,Democratic,954
2024,KS,Rawlins County,Republican,1194
2024,KS,Rawlins County,Democratic,176
2024,KS,Reno County,Republican,17847
2024,KS,Reno County,Democratic,8554
2024,KS,Republic County,Republican,2001
2024,KS,Republic County,Democratic,396
2024,KS,Rice County,Republican,3073
2024,KS,Rice County,Democratic,825
2024,KS,Riley County,Republican,11630
2024,KS,Riley County,Democratic,12063
2024,KS,Rooks County,Republican,2153
2024,KS,Rooks County,Democratic,349
2024,KS,Rush County,Republican,1315
2024,KS,Rush County,Democratic,264
2024,KS,Russell County,Republican,2632
2024,KS,Russell County,Democratic,608
2024,KS,Saline County,Republican,15069
2024,KS,Saline County,Democratic,7734
2024,KS,Scott County,Republican,1843
2024,KS,Scott County,Democratic,248
2024,KS,Sedgwick County,Republican,120118
2024,KS,Sedgwick County,Democratic,90506
2024,KS,Seward County,Republican,3133
2024,KS,Seward County,Democratic,1354
2024,KS,Shawnee County,Republican,39901
2024,KS,Shawnee County,Democratic,40308
2024,KS,Sheridan County,Republican,1229
2024,KS,Sheridan County,Democratic,126
2024,KS,Sherman County,Republican,2161
2024,KS,Sherman County,Democratic,379
2024,KS,Smith County,Republican,1675
2024,KS,Smith County,Democratic,300
2024,KS,Stafford County,Republican,1548
2024,KS,Stafford County,Democratic,326
2024,KS,Stanton County,Republican,537
2024,KS,Stanton County,Democratic,115
2024,KS,Stevens County,Republican,1595
2024,KS,Stevens County,Democratic,210
2024,KS,Sumner County,Republican,7810
2024,KS,Sumner County,Democratic,2527
2024,KS,Thomas County,Republican,3007
2024,KS,Thomas County,Democratic,597
2024,KS,Trego County,Republican,1343
2024,KS,Trego County,Democratic,216
2024,KS,Wabaunsee County,Republican,2816
2024,KS,Wabaunsee County,Democratic,944
2024,KS,Wallace County,Republican,686
2024,KS,Wallace County,Democratic,52
2024,KS,Washington County,Republican,2263
2024,KS,Washington County,Democratic,396
2024,KS,Wichita County,Republican,740
2024,KS,Wichita County,Democratic,107
2024,KS,Wilson County,Republican,2894
2024,KS,Wilson County,Democratic,647
2024,KS,Woodson County,Republican,1205
2024,KS,Woodson County,Democratic,282
2024,KS,Wyandotte County,Republican,18867
2024,KS,Wyandotte County,Democratic,30938
2024,KY,Adair County,Republican,7643
2024,KY,Adair County,Democratic,1257
2024,KY,Allen County,Republican,7824
2024,KY,Allen County,Democratic,1505
2024,KY,Anderson County,Republican,9650
2024,KY,Anderson County,Democratic,3226
2024,KY,Ballard County,Republican,3331
2024,KY,Ballard County,Democratic,697
2024,KY,Barren County,Republican,15019
2024,KY,Barren County,Democratic,4565
2024,KY,Bath County,Republican,4041
2024,KY,Bath County,Democratic,1278
2024,KY,Bell County,Republican,7831
2024,KY,Bell County,Democratic,1419
2024,KY,Boone County,Republican,45650
2024,KY,Boone County,Democratic,20601
2024,KY,Bourbon County,Republican,6284
2024,KY,Bourbon County,Democratic,3088
2024,KY,Boyd County,Republican,14363
2024,KY,Boyd County,Democratic,6291
2024,KY,Boyle County,Republican,9159
2024,KY,Boyle County,Democratic,4990
2024,KY,Bracken County,Republican,3399
2024,KY,Bracken County,Democratic,702
2024,KY,Breathitt County,Republican,4036
2024,KY,Breathitt County,Democratic,1002
2024,KY,Breckinridge County,Republican,7882
2024,KY,Breckinridge County,Democratic,2038
2024,KY,Bullitt County,Republican,32299
2024,KY,Bullitt County,Democratic,10280
2024,KY,Butler County,Republican,4905
2024,KY,Butler County,Democratic,965
2024,KY,Caldwell County,Republican,4860
2024,KY,Caldwell County,Democratic,1256
2024,KY,Calloway County,Republican,11539
2024,KY,Calloway County,Democratic,5111
2024,KY,Campbell County,Republican,28450
2024,KY,Campbell County,Democratic,18952
2024,KY,Carlisle County,Republican,2182
2024,KY,Carlisle County,Democratic,408
2024,KY,Carroll County,Republican,3014
2024,KY,Carroll County,Democratic,963
2024,KY,Carter County,Republican,8981
2024,KY,Carter County,Democratic,2305
2024,KY,Casey County,Republican,6216
2024,KY,Casey County,Democratic,804
2024,KY,Christian County,Republican,14332
2024,KY,Christian County,Democratic,7055
2024,KY,Clark County,Republican,11950
2024,KY,Clark County,Democratic,5639
2024,KY,Clay County,Republican,6729
2024,KY,Clay County,Democratic,692
2024,KY,Clinton County,Republican,4276
2024,KY,Clinton County,Democratic,549
2024,KY,Crittenden County,Republican,3349
2024,KY,Crittenden County,Democratic,608
2024,KY,Cumberland County,Republican,2922
2024,KY,Cumberland County,Democratic,483
2024,KY,Daviess County,Republican,30705
2024,KY,Daviess County,Democratic,15673
2024,KY,Edmonson County,Republican,5048
2024,KY,Edmonson County,Democratic,1118
2024,KY,Elliott County,Republican,2335
2024,KY,Elliott County,Democratic,532
2024,KY,Estill County,Republican,5091
2024,KY,Estill County,Democratic,1114
2024,KY,Fayette County,Republican,57347
2024,KY,Fayette County,Democratic,83387
2024,KY,Fleming County,Republican,5578
2024,KY,Fleming County,Democratic,1334
2024,KY,Floyd County,Republican,12326
2024,KY,Floyd County,Democratic,3061
2024,KY,Franklin County,Republican,13246
2024,KY,Franklin County,Democratic,11996
2024,KY,Fulton County,Republican,1491
2024,KY,Fulton County,Democratic,636
2024,KY,Gallatin County,Republican,3109
2024,KY,Gallatin County,Democratic,761
2024,KY,Garrard County,Republican,7086
2024,KY,Garrard County,Democratic,1719
2024,KY,Grant County,Republican,9372
2024,KY,Grant County,Democratic,1944
2024,KY,Graves County,Republican,13378
2024,KY,Graves County,Democratic,3105
2024,KY,Grayson County,Republican,9710
2024,KY,Grayson County,Democratic,2235
2024,KY,Green County,Republican,5033
2024,KY,Green County,Democratic,782
2024,KY,Greenup County,Republican,12961
2024,KY,Greenup County,Democratic,4181
2024,KY,Hancock County,Republican,3375
2024,KY,Hancock County,Democratic,1173
2024,KY,Hardin County,Republican,30672
2024,KY,Hardin County,Democratic,16572
2024,KY,Harlan County,Republican,9109
2024,KY,Harlan County,Democratic,1199
2024,KY,Harrison County,Republican,6639
2024,KY,Harrison County,Democratic,2265
2024,KY,Hart County,Republican,6691
2024,KY,Hart County,Democratic,1642
2024,KY,Henderson County,Republican,12592
2024,KY,Henderson County,Democratic,6837
2024,KY,Henry County,Republican,6093
2024,KY,Henry County,Democratic,1857
2024,KY,Hickman County,Republican,1656
2024,KY,Hickman County,Democratic,394
2024,KY,Hopkins County,Republican,15361
2024,KY,Hopkins County,Democratic,4916
2024,KY,Jackson County,Republican,5358
2024,KY,Jackson County,Democratic,506
2024,KY,Jefferson County,Republican,144553
2024,KY,Jefferson County,Democratic,203070
2024,KY,Jessamine County,Republican,17854
2024,KY,Jessamine County,Democratic,8303
2024,KY,Johnson County,Republican,8150
2024,KY,Johnson County,Democratic,1350
2024,KY,Kenton County,Republican,48444
2024,KY,Kenton County,Democratic,30859
2024,KY,Knott County,Republican,4732
2024,KY,Knott County,Democratic,1181
2024,KY,Knox County,Republican,11178
2024,KY,Knox County,Democratic,1821
2024,KY,Larue County,Republican,5773
2024,KY,Larue County,Democratic,1389
2024,KY,Laurel County,Republican,23516
2024,KY,Laurel County,Democratic,4037
2024,KY,Lawrence County,Republican,5464
2024,KY,Lawrence County,Democratic,1044
2024,KY,Lee County,Republican,2227
2024,KY,Lee County,Democratic,406
2024,KY,Leslie County,Republican,3908
2024,KY,Leslie County,Democratic,382
2024,KY,Letcher County,Republican,6848
2024,KY,Letcher County,Democratic,1457
2024,KY,Lewis County,Republican,4997
2024,KY,Lewis County,Democratic,666
2024,KY,Lincoln County,Republican,8833
2024,KY,Lincoln County,Democratic,2080
2024,KY,Livingston County,Republican,4021
2024,KY,Livingston County,Democratic,886
2024,KY,Logan County,Republican,9620
2024,KY,Logan County,Democratic,2734
2024,KY,Lyon County,Republican,3187
2024,KY,Lyon County,Democratic,950
2024,KY,Madison County,Republican,29130
2024,KY,Madison County,Democratic,15180
2024,KY,Magoffin County,Republican,4288
2024,KY,Magoffin County,Democratic,909
2024,KY,Marion County,Republican,6473
2024,KY,Marion County,Democratic,2513
2024,KY,Marshall County,Republican,13677
2024,KY,Marshall County,Democratic,3700
2024,KY,Martin County,Republican,3343
2024,KY,Martin County,Democratic,287
2024,KY,Mason County,Republican,5621
2024,KY,Mason County,Democratic,2170
2024,KY,McCracken County,Republican,21349
2024,KY,McCracken County,Democratic,10191
2024,KY,McCreary County,Republican,5531
2024,KY,McCreary County,Democratic,641
2024,KY,McLean County,Republican,3578
2024,KY,McLean County,Democratic,989
2024,KY,Meade County,Republican,10630
2024,KY,Meade County,Democratic,3279
2024,KY,Menifee County,Republican,2563
2024,KY,Menifee County,Democratic,664
2024,KY,Mercer County,Republican,8826
2024,KY,Mercer County,Democratic,2838
2024,KY,Metcalfe County,Republican,4197
2024,KY,Metcalfe County,Democratic,884
2024,KY,Monroe County,Republican,4679
2024,KY,Monroe County,Democratic,576
2024,KY,Montgomery County,Republican,9302
2024,KY,Montgomery County,Democratic,3329
2024,KY,Morgan County,Republican,4353
2024,KY,Morgan County,Democratic,939
2024,KY,Muhlenberg County,Republican,10491
2024,KY,Muhlenberg County,Democratic,3048
2024,KY,Nelson County,Republican,16052
2024,KY,Nelson County,Democratic,6515
2024,KY,Nicholas County,Republican,2451
2024,KY,Nicholas County,Democratic,824
2024,KY,Ohio County,Republican,8679
2024,KY,Ohio County,Democratic,2094
2024,KY,Oldham County,Republican,23025
2024,KY,Oldham County,Democratic,14402
2024,KY,Owen County,Republican,4434
2024,KY,Owen County,Democratic,988
2024,KY,Owsley County,Republican,1625
2024,KY,Owsley County,Democratic,203
2024,KY,Pendleton County,Republican,5593
2024,KY,Pendleton County,Democratic,1210
2024,KY,Perry County,Republican,7913
2024,KY,Perry County,Democratic,1966
2024,KY,Pike County,Republican,19684
2024,KY,Pike County,Democratic,4025
2024,KY,Powell County,Republican,4092
2024,KY,Powell County,Democratic,1174
2024,KY,Pulaski County,Republican,26051
2024,KY,Pulaski County,Democratic,5351
2024,KY,Robertson County,Republican,915
2024,KY,Robertson County,Democratic,215
2024,KY,Rockcastle County,Republican,6635
2024,KY,Rockcastle County,Democratic,986
2024,KY,Rowan County,Republican,6224
2024,KY,Rowan County,Democratic,3484
2024,KY,Russell County,Republican,7622
2024,KY,Russell County,Democratic,1200
2024,KY,Scott County,Republican,18747
2024,KY,Scott County,Democratic,10501
2024,KY,Shelby County,Republican,16356
2024,KY,Shelby County,Democratic,7822
2024,KY,Simpson County,Republican,6253
2024,KY,Simpson County,Democratic,2403
2024,KY,Spencer County,Republican,8927
2024,KY,Spencer County,Democratic,2415
2024,KY,Taylor County,Republican,9523
2024,KY,Taylor County,Democratic,2576
2024,KY,Todd County,Republican,4009
2024,KY,Todd County,Democratic,1051
2024,KY,Trigg County,Republican,5436
2024,KY,Trigg County,Democratic,1667
2024,KY,Trimble County,Republican,3283
2024,KY,Trimble County,Democratic,923
2024,KY,Union County,Republican,4758
2024,KY,Union County,Democratic,1225
2024,KY,Warren County,Republican,34862
2024,KY,Warren County,Democratic,21065
2024,KY,Washington County,Republican,4720
2024,KY,Washington County,Democratic,1533
2024,KY,Wayne County,Republican,7203
2024,KY,Wayne County,Democratic,1444
2024,KY,Webster County,Republican,4339
2024,KY,Webster County,Democratic,1153
2024,KY,Whitley County,Republican,12687
2024,KY,Whitley County,Democratic,2237
2024,KY,Wolfe County,Republican,2163
2024,KY,Wolfe County,Democratic,689
2024,KY,Woodford County,Republican,8419
2024,KY,Woodford County,Democratic,6282
2024,LA,Acadia Parish,Republican,21783
2024,LA,Acadia Parish,Democratic,4695
2024,LA,Allen Parish,Republican,7003
2024,LA,Allen Parish,Democratic,1661
2024,LA,Ascension Parish,Republican,41319
2024,LA,Ascension Parish,Democratic,20113
2024,LA,Assumption Parish,Republican,6963
2024,LA,Assumption Parish,Democratic,3273
2024,LA,Avoyelles Parish,Republican,11379
2024,LA,Avoyelles Parish,Democratic,4460
2024,LA,Beauregard Parish,Republican,13504
2024,LA,Beauregard Parish,Democratic,2192
2024,LA,Bienville Parish,Republican,3660
2024,LA,Bienville Parish,Democratic,2531
2024,LA,Bossier Parish,Republican,37105
2024,LA,Bossier Parish,Democratic,14467
2024,LA,Caddo Parish,Republican,44471
2024,LA,Caddo Parish,Democratic,48864
2024,LA,Calcasieu Parish,Republican,56064
2024,LA,Calcasieu Parish,Democratic,23918
2024,LA,Caldwell Parish,Republican,3724
2024,LA,Caldwell Parish,Democratic,580
2024,LA,Cameron Parish,Republican,3120
2024,LA,Cameron Parish,Democratic,219
2024,LA,Catahoula Parish,Republican,3258
2024,LA,Catahoula Parish,Democratic,1060
2024,LA,Claiborne Parish,Republican,3522
2024,LA,Claiborne Parish,Democratic,2239
2024,LA,Concordia Parish,Republican,4974
2024,LA,Concordia Parish,Democratic,2698
2024,LA,De Soto Parish,Republican,9359
2024,LA,De Soto Parish,Democratic,4426
2024,LA,East Baton Rouge Parish,Republican,82720
2024,LA,East Baton Rouge Parish,Democratic,103820
2024,LA,East Carroll Parish,Republican,931
2024,LA,East Carroll Parish,Democratic,1338
2024,LA,East Feliciana Parish,Republican,6020
2024,LA,East Feliciana Parish,Democratic,3809
2024,LA,Evangeline Parish,Republican,10483
2024,LA,Evangeline Parish,Democratic,3526
2024,LA,Franklin Parish,Republican,6524
2024,LA,Franklin Parish,Democratic,2196
2024,LA,Grant Parish,Republican,7925
2024,LA,Grant Parish,Democratic,996
2024,LA,Iberia Parish,Republican,19511
2024,LA,Iberia Parish,Democratic,9504
2024,LA,Iberville Parish,Republican,7616
2024,LA,Iberville Parish,Democratic,7503
2024,LA,Jackson Parish,Republican,5291
2024,LA,Jackson Parish,Democratic,1852
2024,LA,Jefferson Davis Parish,Republican,11478
2024,LA,Jefferson Davis Parish,Democratic,2699
2024,LA,Jefferson Parish,Republican,98810
2024,LA,Jefferson Parish,Democratic,75731
2024,LA,LaSalle Parish,Republican,6023
2024,LA,LaSalle Parish,Democratic,546
2024,LA,Lafayette Parish,Republican,72007
2024,LA,Lafayette Parish,Democratic,37170
2024,LA,Lafourche Parish,Republican,34461
2024,LA,Lafourche Parish,Democratic,7864
2024,LA,Lincoln Parish,Republican,11248
2024,LA,Lincoln Parish,Democratic,6627
2024,LA,Livingston Parish,Republican,55101
2024,LA,Livingston Parish,Democratic,9965
2024,LA,Madison Parish,Republican,1846
2024,LA,Madison Parish,Democratic,2094
2024,LA,Morehouse Parish,Republican,5961
2024,LA,Morehouse Parish,Democratic,4008
2024,LA,Natchitoches Parish,Republican,9100
2024,LA,Natchitoches Parish,Democratic,5740
2024,LA,Orleans Parish,Republican,24119
2024,LA,Orleans Parish,Democratic,130749
2024,LA,Ouachita Parish,Republican,40808
2024,LA,Ouachita Parish,Democratic,22845
2024,LA,Plaquemines Parish,Republican,6803
2024,LA,Plaquemines Parish,Democratic,3023
2024,LA,Pointe Coupee Parish,Republican,7319
2024,LA,Pointe Coupee Parish,Democratic,4132
2024,LA,Rapides Parish,Republican,36171
2024,LA,Rapides Parish,Democratic,16537
2024,LA,Red River Parish,Republican,2337
2024,LA,Red River Parish,Democratic,1321
2024,LA,Richland Parish,Republican,6354
2024,LA,Richland Parish,Democratic,2732
2024,LA,Sabine Parish,Republican,8613
2024,LA,Sabine Parish,Democratic,1488
2024,LA,St. Bernard Parish,Republican,11033
2024,LA,St. Bernard Parish,Democratic,5967
2024,LA,St. Charles Parish,Republican,17443
2024,LA,St. Charles Parish,Democratic,8812
2024,LA,St. Helena Parish,Republican,2804
2024,LA,St. Helena Parish,Democratic,2848
2024,LA,St. James Parish,Republican,5902
2024,LA,St. James Parish,Democratic,5792
2024,LA,St. John the Baptist Parish,Republican,6557
2024,LA,St. John the Baptist Parish,Democratic,12043
2024,LA,St. Landry Parish,Republican,21812
2024,LA,St. Landry Parish,Democratic,14833
2024,LA,St. Martin Parish,Republican,17466
2024,LA,St. Martin Parish,Democratic,7284
2024,LA,St. Mary Parish,Republican,13671
2024,LA,St. Mary Parish,Democratic,7011
2024,LA,St. Tammany Parish,Republican,98377
2024,LA,St. Tammany Parish,Democratic,37777
2024,LA,Tangipahoa Parish,Republican,37500
2024,LA,Tangipahoa Parish,Democratic,16886
2024,LA,Tensas Parish,Republican,1093
2024,LA,Tensas Parish,Democratic,1002
2024,LA,Terrebonne Parish,Republican,31115
2024,LA,Terrebonne Parish,Democratic,9702
2024,LA,Union Parish,Republican,8176
2024,LA,Union Parish,Democratic,2206
2024,LA,Vermilion Parish,Republican,21510
2024,LA,Vermilion Parish,Democratic,4637
2024,LA,Vernon Parish,Republican,13474
2024,LA,Vernon Parish,Democratic,2513
2024,LA,Washington Parish,Republican,12846
2024,LA,Washington Parish,Democratic,5411
2024,LA,Webster Parish,Republican,10965
2024,LA,Webster Parish,Democratic,5053
2024,LA,West Baton Rouge Parish,Republican,7627
2024,LA,West Baton Rouge Parish,Democratic,6008
