YEAR,STATE,COUNTY,PARTY,VOTES
2024,SD,Harding County,Democratic,48
2024,SD,Hughes County,Republican,5379
2024,SD,Hughes County,Democratic,2838
2024,SD,Hutchinson County,Republican,2918
2024,SD,Hutchinson County,Democratic,755
2024,SD,Hyde County,Republican,530
2024,SD,Hyde County,Democratic,148
2024,SD,Jackson County,Republican,753
2024,SD,Jackson County,Democratic,357
2024,SD,Jerauld County,Republican,708
2024,SD,Jerauld County,Democratic,276
2024,SD,Jones County,Republican,477
2024,SD,Jones County,Democratic,60
2024,SD,Kingsbury County,Republican,1989
2024,SD,Kingsbury County,Democratic,760
2024,SD,Lake County,Republican,3819
2024,SD,Lake County,Democratic,1978
2024,SD,Lawrence County,Republican,9904
2024,SD,Lawrence County,Democratic,5074
2024,SD,Lincoln County,Republican,22621
2024,SD,Lincoln County,Democratic,12981
2024,SD,Lyman County,Republican,993
2024,SD,Lyman County,Democratic,422
2024,SD,Marshall County,Republican,1288
2024,SD,Marshall County,Democratic,782
2024,SD,McCook County,Republican,2227
2024,SD,McCook County,Democratic,733
2024,SD,McPherson County,Republican,1087
2024,SD,McPherson County,Democratic,188
2024,SD,Meade County,Republican,10887
2024,SD,Meade County,Democratic,3421
2024,SD,Mellette County,Republican,434
2024,SD,Mellette County,Democratic,285
2024,SD,Miner County,Republican,841
2024,SD,Miner County,Democratic,293
2024,SD,Minnehaha County,Republican,51842
2024,SD,Minnehaha County,Democratic,39923
2024,SD,Moody County,Republican,2068
2024,SD,Moody County,Democratic,1052
2024,SD,Oglala Lakota County,Republican,406
2024,SD,Oglala Lakota County,Democratic,2567
2024,SD,Pennington County,Republican,35009
2024,SD,Pennington County,Democratic,20051
2024,SD,Perkins County,Republican,1342
2024,SD,Perkins County,Democratic,228
2024,SD,Potter County,Republican,1059
2024,SD,Potter County,Democratic,214
2024,SD,Roberts County,Republican,2514
2024,SD,Roberts County,Democratic,1560
2024,SD,Sanborn County,Republican,929
2024,SD,Sanborn County,Democratic,259
2024,SD,Spink County,Republican,2145
2024,SD,Spink County,Democratic,921
2024,SD,Stanley County,Republican,1260
2024,SD,Stanley County,Democratic,447
2024,SD,Sully County,Republican,716
2024,SD,Sully County,Democratic,168
2024,SD,Todd County,Republican,497
2024,SD,Todd County,Democratic,1570
2024,SD,Tripp County,Republican,2150
2024,SD,Tripp County,Democratic,470
2024,SD,Turner County,Republican,3374
2024,SD,Turner County,Democratic,1044
2024,SD,Union County,Republican,6160
2024,SD,Union County,Democratic,2548
2024,SD,Walworth County,Republican,1940
2024,SD,Walworth County,Democratic,481
2024,SD,Yankton County,Republican,6650
2024,SD,Yankton County,Democratic,3883
2024,SD,Ziebach County,Republican,388
2024,SD,Ziebach County,Democratic,366
2024,TN,Anderson County,Republican,24582
2024,TN,Anderson County,Democratic,11525
2024,TN,Bedford County,Republican,15772
2024,TN,Bedford County,Democratic,4122
2024,TN,Benton County,Republican,5886
2024,TN,Benton County,Democratic,1317
2024,TN,Bledsoe County,Republican,5254
2024,TN,Bledsoe County,Democratic,891
2024,TN,Blount County,Republican,50699
2024,TN,Blount County,Democratic,17664
2024,TN,Bradley County,Republican,38836
2024,TN,Bradley County,Democratic,9852
2024,TN,Campbell County,Republican,13115
2024,TN,Campbell County,Democratic,2305
2024,TN,Cannon County,Republican,5682
2024,TN,Cannon County,Democratic,1132
2024,TN,Carroll County,Republican,9547
2024,TN,Carroll County,Democratic,2233
2024,TN,Carter County,Republican,20167
2024,TN,Carter County,Democratic,4454
2024,TN,Cheatham County,Republican,14987
2024,TN,Cheatham County,Democratic,5464
2024,TN,Chester County,Republican,6206
2024,TN,Chester County,Democratic,1286
2024,TN,Claiborne County,Republican,11463
2024,TN,Claiborne County,Democratic,1971
2024,TN,Clay County,Republican,3117
2024,TN,Clay County,Democratic,614
2024,TN,Cocke County,Republican,13105
2024,TN,Cocke County,Democratic,2415
2024,TN,Coffee County,Republican,19174
2024,TN,Coffee County,Democratic,5440
2024,TN,Crockett County,Republican,4674
2024,TN,Crockett County,Democratic,1196
2024,TN,Cumberland County,Republican,27399
2024,TN,Cumberland County,Democratic,6996
2024,TN,Davidson County,Republican,102256
2024,TN,Davidson County,Democratic,181862
2024,TN,DeKalb County,Republican,7599
2024,TN,DeKalb County,Democratic,1706
2024,TN,Decatur County,Republican,4596
2024,TN,Decatur County,Democratic,819
2024,TN,Dickson County,Republican,19002
2024,TN,Dickson County,Democratic,5913
2024,TN,Dyer County,Republican,11603
2024,TN,Dyer County,Democratic,2707
2024,TN,Fayette County,Republican,16756
2024,TN,Fayette County,Democratic,6720
2024,TN,Fentress County,Republican,8555
2024,TN,Fentress County,Democratic,1149
2024,TN,Franklin County,Republican,15016
2024,TN,Franklin County,Democratic,4529
2024,TN,Gibson County,Republican,16346
2024,TN,Gibson County,Democratic,5100
2024,TN,Giles County,Republican,10394
2024,TN,Giles County,Democratic,2974
2024,TN,Grainger County,Republican,9630
2024,TN,Grainger County,Democratic,1432
2024,TN,Greene County,Republican,25586
2024,TN,Greene County,Democratic,5145
2024,TN,Grundy County,Republican,5334
2024,TN,Grundy County,Democratic,948
2024,TN,Hamblen County,Republican,20154
2024,TN,Hamblen County,Democratic,5132
2024,TN,Hamilton County,Republican,97195
2024,TN,Hamilton County,Democratic,74437
2024,TN,Hancock County,Republican,2558
2024,TN,Hancock County,Democratic,334
2024,TN,Hardeman County,Republican,5793
2024,TN,Hardeman County,Democratic,3527
2024,TN,Hardin County,Republican,10293
2024,TN,Hardin County,Democratic,1704
2024,TN,Hawkins County,Republican,22066
2024,TN,Hawkins County,Democratic,3987
2024,TN,Haywood County,Republican,3286
2024,TN,Haywood County,Democratic,3311
2024,TN,Henderson County,Republican,10083
2024,TN,Henderson County,Democratic,1902
2024,TN,Henry County,Republican,11629
2024,TN,Henry County,Democratic,3286
2024,TN,Hickman County,Republican,8265
2024,TN,Hickman County,Democratic,1968
2024,TN,Houston County,Republican,2989
2024,TN,Houston County,Democratic,773
2024,TN,Humphreys County,Republican,6400
2024,TN,Humphreys County,Democratic,1767
2024,TN,Jackson County,Republican,4586
2024,TN,Jackson County,Democratic,1040
2024,TN,Jefferson County,Republican,21068
2024,TN,Jefferson County,Democratic,4503
2024,TN,Johnson County,Republican,6829
2024,TN,Johnson County,Democratic,1212
2024,TN,Knox County,Republican,130815
2024,TN,Knox County,Democratic,87516
2024,TN,Lake County,Republican,1493
2024,TN,Lake County,Democratic,429
2024,TN,Lauderdale County,Republican,5633
2024,TN,Lauderdale County,Democratic,2571
2024,TN,Lawrence County,Republican,16429
2024,TN,Lawrence County,Democratic,2939
2024,TN,Lewis County,Republican,4852
2024,TN,Lewis County,Democratic,991
2024,TN,Lincoln County,Republican,13208
2024,TN,Lincoln County,Democratic,2782
2024,TN,Loudon County,Republican,25226
2024,TN,Loudon County,Democratic,7625
2024,TN,Macon County,Republican,8958
2024,TN,Macon County,Democratic,1277
2024,TN,Madison County,Republican,23385
2024,TN,Madison County,Democratic,16115
2024,TN,Marion County,Republican,10788
2024,TN,Marion County,Democratic,3026
2024,TN,Marshall County,Republican,12426
2024,TN,Marshall County,Democratic,3390
2024,TN,Maury County,Republican,37376
2024,TN,Maury County,Democratic,14145
2024,TN,McMinn County,Republican,19673
2024,TN,McMinn County,Democratic,4207
2024,TN,McNairy County,Republican,9437
2024,TN,McNairy County,Democratic,1727
2024,TN,Meigs County,Republican,5085
2024,TN,Meigs County,Democratic,968
2024,TN,Monroe County,Republican,18526
2024,TN,Monroe County,Democratic,3608
2024,TN,Montgomery County,Republican,47795
2024,TN,Montgomery County,Democratic,32736
2024,TN,Moore County,Republican,3060
2024,TN,Moore County,Democratic,542
2024,TN,Morgan County,Republican,7427
2024,TN,Morgan County,Democratic,1054
2024,TN,Obion County,Republican,10596
2024,TN,Obion County,Democratic,2221
2024,TN,Overton County,Republican,9042
2024,TN,Overton County,Democratic,1931
2024,TN,Perry County,Republican,3139
2024,TN,Perry County,Democratic,558
2024,TN,Pickett County,Republican,2441
2024,TN,Pickett County,Democratic,487
2024,TN,Polk County,Republican,7302
2024,TN,Polk County,Democratic,1356
2024,TN,Putnam County,Republican,25554
2024,TN,Putnam County,Democratic,8991
2024,TN,Rhea County,Republican,11974
2024,TN,Rhea County,Democratic,2312
2024,TN,Roane County,Republican,21011
2024,TN,Roane County,Democratic,6073
2024,TN,Robertson County,Republican,26260
2024,TN,Robertson County,Democratic,8428
2024,TN,Rutherford County,Republican,88811
2024,TN,Rutherford County,Democratic,56656
2024,TN,Scott County,Republican,8608
2024,TN,Scott County,Democratic,942
2024,TN,Sequatchie County,Republican,6522
2024,TN,Sequatchie County,Democratic,1292
2024,TN,Sevier County,Republican,35207
2024,TN,Sevier County,Democratic,8322
2024,TN,Shelby County,Republican,118917
2024,TN,Shelby County,Democratic,201759
2024,TN,Smith County,Republican,7655
2024,TN,Smith County,Democratic,1595
2024,TN,Stewart County,Republican,5389
2024,TN,Stewart County,Democratic,1160
2024,TN,Sullivan County,Republican,58154
2024,TN,Sullivan County,Democratic,16624
2024,TN,Sumner County,Republican,68767
2024,TN,Sumner County,Democratic,27874
2024,TN,Tipton County,Republican,20303
2024,TN,Tipton County,Democratic,6178
2024,TN,Trousdale County,Republican,3359
2024,TN,Trousdale County,Democratic,856
2024,TN,Unicoi County,Republican,6876
2024,TN,Unicoi County,Democratic,1578
2024,TN,Union County,Republican,7384
2024,TN,Union County,Democratic,1216
2024,TN,Van Buren County,Republican,2718
2024,TN,Van Buren County,Democratic,524
2024,TN,Warren County,Republican,13192
2024,TN,Warren County,Democratic,3647
2024,TN,Washington County,Republican,42299
2024,TN,Washington County,Democratic,18131
2024,TN,Wayne County,Republican,6016
2024,TN,Wayne County,Democratic,762
2024,TN,Weakley County,Republican,10541
2024,TN,Weakley County,Democratic,2725
2024,TN,White County,Republican,10717
2024,TN,White County,Democratic,2105
2024,TN,Williamson County,Republican,94562
2024,TN,Williamson County,Democratic,47695
2024,TN,Wilson County,Republican,56425
2024,TN,Wilson County,Democratic,23855
2024,TX,Anderson County,Republican,15597
2024,TX,Anderson County,Democratic,3635
2024,TX,Andrews County,Republican,5205
2024,TX,Andrews County,Democratic,806
2024,TX,Angelina County,Republican,26049
2024,TX,Angelina County,Democratic,8146
2024,TX,Aransas County,Republican,10090
2024,TX,Aransas County,Democratic,2831
2024,TX,Archer County,Republican,4592
2024,TX,Archer County,Democratic,520
2024,TX,Armstrong County,Republican,1029
2024,TX,Armstrong County,Democratic,77
2024,TX,Atascosa County,Republican,13142
2024,TX,Atascosa County,Democratic,5153
2024,TX,Austin County,Republican,12457
2024,TX,Austin County,Democratic,2816
2024,TX,Bailey County,Republican,1395
2024,TX,Bailey County,Democratic,332
2024,TX,Bandera County,Republican,10939
2024,TX,Bandera County,Democratic,2532
2024,TX,Bastrop County,Republican,23301
2024,TX,Bastrop County,Democratic,15989
2024,TX,Baylor County,Republican,1471
2024,TX,Baylor County,Democratic,184
2024,TX,Bee County,Republican,6111
2024,TX,Bee County,Democratic,2606
2024,TX,Bell County,Republican,75161
2024,TX,Bell County,Democratic,53973
2024,TX,Bexar County,Republican,337545
2024,TX,Bexar County,Democratic,411389
2024,TX,Blanco County,Republican,6447
2024,TX,Blanco County,Democratic,1973
2024,TX,Borden County,Republican,370
2024,TX,Borden County,Democratic,16
2024,TX,Bosque County,Republican,7969
2024,TX,Bosque County,Democratic,1524
2024,TX,Bowie County,Republican,27122
2024,TX,Bowie County,Democratic,9282
2024,TX,Brazoria County,Republican,95867
2024,TX,Brazoria County,Democratic,63976
2024,TX,Brazos County,Republican,56671
2024,TX,Brazos County,Democratic,33844
2024,TX,Brewster County,Republican,2545
2024,TX,Brewster County,Democratic,1969
2024,TX,Briscoe County,Republican,666
2024,TX,Briscoe County,Democratic,72
2024,TX,Brooks County,Republican,1077
2024,TX,Brooks County,Democratic,1308
2024,TX,Brown County,Republican,14593
2024,TX,Brown County,Democratic,2132
2024,TX,Burleson County,Republican,7590
2024,TX,Burleson County,Democratic,1705
2024,TX,Burnet County,Republican,21795
2024,TX,Burnet County,Democratic,6114
2024,TX,Caldwell County,Republican,8880
2024,TX,Caldwell County,Democratic,6618
2024,TX,Calhoun County,Republican,5939
2024,TX,Calhoun County,Democratic,1853
2024,TX,Callahan County,Republican,6180
2024,TX,Callahan County,Democratic,761
2024,TX,Cameron County,Republican,60991
2024,TX,Cameron County,Democratic,54258
2024,TX,Camp County,Republican,4011
2024,TX,Camp County,Democratic,1201
2024,TX,Carson County,Republican,2866
2024,TX,Carson County,Democratic,290
2024,TX,Cass County,Republican,11693
2024,TX,Cass County,Democratic,2406
2024,TX,Castro County,Republican,1594
2024,TX,Castro County,Democratic,418
2024,TX,Chambers County,Republican,20567
2024,TX,Chambers County,Democratic,4192
2024,TX,Cherokee County,Republican,16593
2024,TX,Cherokee County,Democratic,3744
2024,TX,Childress County,Republican,1991
2024,TX,Childress County,Democratic,263
2024,TX,Clay County,Republican,5288
2024,TX,Clay County,Democratic,584
2024,TX,Cochran County,Republican,735
2024,TX,Cochran County,Democratic,148
2024,TX,Coke County,Republican,1623
2024,TX,Coke County,Democratic,179
2024,TX,Coleman County,Republican,3712
2024,TX,Coleman County,Democratic,428
2024,TX,Collin County,Republican,279534
2024,TX,Collin County,Democratic,222115
2024,TX,Collingsworth County,Republican,1066
2024,TX,Collingsworth County,Democratic,135
2024,TX,Colorado County,Republican,7824
2024,TX,Colorado County,Democratic,2108
2024,TX,Comal County,Republican,74756
2024,TX,Comal County,Democratic,27680
2024,TX,Comanche County,Republican,5679
2024,TX,Comanche County,Democratic,834
2024,TX,Concho County,Republican,1038
2024,TX,Concho County,Democratic,153
2024,TX,Cooke County,Republican,16975
2024,TX,Cooke County,Democratic,3310
2024,TX,Coryell County,Republican,16688
2024,TX,Coryell County,Democratic,6959
2024,TX,Cottle County,Republican,565
2024,TX,Cottle County,Democratic,89
2024,TX,Crane County,Republican,1195
2024,TX,Crane County,Democratic,186
2024,TX,Crockett County,Republican,1087
2024,TX,Crockett County,Democratic,323
2024,TX,Crosby County,Republican,1416
2024,TX,Crosby County,Democratic,451
2024,TX,Culberson County,Republican,451
2024,TX,Culberson County,Democratic,319
2024,TX,Dallam County,Republican,1285
2024,TX,Dallam County,Democratic,152
2024,TX,Dallas County,Republican,322569
2024,TX,Dallas County,Democratic,511118
2024,TX,Dawson County,Republican,2810
2024,TX,Dawson County,Democratic,667
2024,TX,DeWitt County,Republican,6515
2024,TX,DeWitt County,Democratic,1270
2024,TX,Deaf Smith County,Republican,3233
2024,TX,Deaf Smith County,Democratic,1019
2024,TX,Delta County,Republican,2250
2024,TX,Delta County,Democratic,397
2024,TX,Denton County,Republican,250521
2024,TX,Denton County,Democratic,191503
2024,TX,Dickens County,Republican,844
2024,TX,Dickens County,Democratic,146
2024,TX,Dimmit County,Republican,1653
2024,TX,Dimmit County,Democratic,1765
2024,TX,Donley County,Republican,1512
2024,TX,Donley County,Democratic,174
2024,TX,Duval County,Republican,2439
2024,TX,Duval County,Democratic,2003
2024,TX,Eastland County,Republican,7397
2024,TX,Eastland County,Democratic,918
2024,TX,Ector County,Republican,32429
2024,TX,Ector County,Democratic,9881
2024,TX,Edwards County,Republican,869
2024,TX,Edwards County,Democratic,133
2024,TX,El Paso County,Republican,105124
2024,TX,El Paso County,Democratic,143156
2024,TX,Ellis County,Republican,64763
2024,TX,Ellis County,Democratic,33850
2024,TX,Erath County,Republican,15349
2024,TX,Erath County,Democratic,2871
2024,TX,Falls County,Republican,4520
2024,TX,Falls County,Democratic,1713
2024,TX,Fannin County,Republican,13648
2024,TX,Fannin County,Democratic,2607
2024,TX,Fayette County,Republican,10699
2024,TX,Fayette County,Democratic,2515
2024,TX,Fisher County,Republican,1487
2024,TX,Fisher County,Democratic,330
2024,TX,Floyd County,Republican,1715
2024,TX,Floyd County,Democratic,358
2024,TX,Foard County,Republican,448
2024,TX,Foard County,Democratic,92
2024,TX,Fort Bend County,Republican,173592
2024,TX,Fort Bend County,Democratic,179310
2024,TX,Franklin County,Republican,4473
2024,TX,Franklin County,Democratic,813
2024,TX,Freestone County,Republican,7500
2024,TX,Freestone County,Democratic,1499
2024,TX,Frio County,Republican,3060
2024,TX,Frio County,Democratic,1848
2024,TX,Gaines County,Republican,5840
2024,TX,Gaines County,Democratic,538
2024,TX,Galveston County,Republican,100295
2024,TX,Galveston County,Democratic,56732
2024,TX,Garza County,Republican,1374
2024,TX,Garza County,Democratic,213
2024,TX,Gillespie County,Republican,13202
2024,TX,Gillespie County,Democratic,3160
2024,TX,Glasscock County,Republican,623
2024,TX,Glasscock County,Democratic,38
2024,TX,Goliad County,Republican,3178
2024,TX,Goliad County,Democratic,778
2024,TX,Gonzales County,Republican,5981
2024,TX,Gonzales County,Democratic,1729
2024,TX,Gray County,Republican,6691
2024,TX,Gray County,Democratic,845
2024,TX,Grayson County,Republican,50556
2024,TX,Grayson County,Democratic,14800
2024,TX,Gregg County,Republican,33026
2024,TX,Gregg County,Democratic,13294
2024,TX,Grimes County,Republican,11197
2024,TX,Grimes County,Democratic,2734
2024,TX,Guadalupe County,Republican,54691
2024,TX,Guadalupe County,Democratic,29573
2024,TX,Hale County,Republican,7283
2024,TX,Hale County,Democratic,1903
2024,TX,Hall County,Republican,992
2024,TX,Hall County,Democratic,149
2024,TX,Hamilton County,Republican,3809
2024,TX,Hamilton County,Democratic,625
2024,TX,Hansford County,Republican,1842
2024,TX,Hansford County,Democratic,146
2024,TX,Hardeman County,Republican,1210
2024,TX,Hardeman County,Democratic,188
2024,TX,Hardin County,Republican,24691
2024,TX,Hardin County,Democratic,3347
2024,TX,Harris County,Republican,722695
2024,TX,Harris County,Democratic,808771
2024,TX,Harrison County,Republican,22658
2024,TX,Harrison County,Democratic,7369
2024,TX,Hartley County,Republican,1843
2024,TX,Hartley County,Democratic,163
2024,TX,Haskell County,Republican,1918
2024,TX,Haskell County,Democratic,313
2024,TX,Hays County,Republican,58438
2024,TX,Hays County,Democratic,65528
2024,TX,Hemphill County,Republican,1412
2024,TX,Hemphill County,Democratic,190
2024,TX,Henderson County,Republican,31379
2024,TX,Henderson County,Democratic,6919
2024,TX,Hidalgo County,Republican,110760
2024,TX,Hidalgo County,Democratic,104517
2024,TX,Hill County,Republican,13669
2024,TX,Hill County,Democratic,2919
2024,TX,Hockley County,Republican,6616
2024,TX,Hockley County,Democratic,1323
2024,TX,Hood County,Republican,30174
2024,TX,Hood County,Democratic,6070
2024,TX,Hopkins County,Republican,13754
2024,TX,Hopkins County,Democratic,2917
2024,TX,Houston County,Republican,7247
2024,TX,Houston County,Democratic,2065
2024,TX,Howard County,Republican,7817
2024,TX,Howard County,Democratic,1759
2024,TX,Hudspeth County,Republican,759
2024,TX,Hudspeth County,Democratic,275
2024,TX,Hunt County,Republican,36137
2024,TX,Hunt County,Democratic,10212
2024,TX,Hutchinson County,Republican,7273
2024,TX,Hutchinson County,Democratic,913
2024,TX,Irion County,Republican,761
2024,TX,Irion County,Democratic,105
2024,TX,Jack County,Republican,3819
2024,TX,Jack County,Democratic,363
2024,TX,Jackson County,Republican,5386
2024,TX,Jackson County,Democratic,907
2024,TX,Jasper County,Republican,13162
2024,TX,Jasper County,Democratic,2615
2024,TX,Jeff Davis County,Republican,699
2024,TX,Jeff Davis County,Democratic,450
2024,TX,Jefferson County,Republican,46596
2024,TX,Jefferson County,Democratic,38936
2024,TX,Jim Hogg County,Republican,725
2024,TX,Jim Hogg County,Democratic,856
2024,TX,Jim Wells County,Republican,7636
2024,TX,Jim Wells County,Democratic,5577
2024,TX,Johnson County,Republican,60752
2024,TX,Johnson County,Democratic,19247
2024,TX,Jones County,Republican,5988
2024,TX,Jones County,Democratic,907
2024,TX,Karnes County,Republican,4001
2024,TX,Karnes County,Democratic,1051
2024,TX,Kaufman County,Republican,44063
2024,TX,Kaufman County,Democratic,24726
2024,TX,Kendall County,Republican,22668
2024,TX,Kendall County,Democratic,6355
2024,TX,Kenedy County,Republican,115
2024,TX,Kenedy County,Democratic,41
2024,TX,Kent County,Republican,390
2024,TX,Kent County,Democratic,50
2024,TX,Kerr County,Republican,21615
2024,TX,Kerr County,Democratic,6315
2024,TX,Kimble County,Republican,2126
2024,TX,Kimble County,Democratic,261
2024,TX,King County,Republican,129
2024,TX,King County,Democratic,6
2024,TX,Kinney County,Republican,1063
2024,TX,Kinney County,Democratic,346
2024,TX,Kleberg County,Republican,5612
2024,TX,Kleberg County,Democratic,4338
2024,TX,Knox County,Republican,1156
2024,TX,Knox County,Democratic,214
2024,TX,La Salle County,Republican,1417
2024,TX,La Salle County,Democratic,933
2024,TX,Lamar County,Republican,17044
2024,TX,Lamar County,Democratic,4079
2024,TX,Lamb County,Republican,3398
2024,TX,Lamb County,Democratic,729
2024,TX,Lampasas County,Republican,8961
2024,TX,Lampasas County,Democratic,2232
2024,TX,Lavaca County,Republican,9215
2024,TX,Lavaca County,Democratic,1235
2024,TX,Lee County,Republican,6724
2024,TX,Lee County,Democratic,1640
2024,TX,Leon County,Republican,7982
2024,TX,Leon County,Democratic,1033
2024,TX,Liberty County,Republican,25241
2024,TX,Liberty County,Democratic,5952
2024,TX,Limestone County,Republican,7081
2024,TX,Limestone County,Democratic,1921
2024,TX,Lipscomb County,Republican,1125
2024,TX,Lipscomb County,Democratic,123
2024,TX,Live Oak County,Republican,4307
2024,TX,Live Oak County,Democratic,761
2024,TX,Llano County,Republican,10902
2024,TX,Llano County,Democratic,2613
2024,TX,Loving County,Republican,86
2024,TX,Loving County,Democratic,10
2024,TX,Lubbock County,Republican,86547
2024,TX,Lubbock County,Democratic,37148
2024,TX,Lynn County,Republican,2175
2024,TX,Lynn County,Democratic,371
2024,TX,Madison County,Republican,4498
2024,TX,Madison County,Democratic,964
2024,TX,Marion County,Republican,3577
2024,TX,Marion County,Democratic,1101
2024,TX,Martin County,Republican,1825
2024,TX,Martin County,Democratic,247
2024,TX,Mason County,Republican,2076
2024,TX,Mason County,Democratic,434
2024,TX,Matagorda County,Republican,9957
2024,TX,Matagorda County,Democratic,3231
2024,TX,Maverick County,Republican,9285
2024,TX,Maverick County,Democratic,6373
2024,TX,McCulloch County,Republican,3033
2024,TX,McCulloch County,Democratic,455
2024,TX,McLennan County,Republican,64606
2024,TX,McLennan County,Democratic,33863
2024,TX,McMullen County,Republican,448
2024,TX,McMullen County,Democratic,37
2024,TX,Medina County,Republican,17464
2024,TX,Medina County,Democratic,6950
2024,TX,Menard County,Republican,861
2024,TX,Menard County,Democratic,170
2024,TX,Midland County,Republican,46944
2024,TX,Midland County,Democratic,11351
2024,TX,Milam County,Republican,8691
2024,TX,Milam County,Democratic,2331
2024,TX,Mills County,Republican,2418
2024,TX,Mills County,Democratic,310
2024,TX,Mitchell County,Republican,2144
2024,TX,Mitchell County,Democratic,352
2024,TX,Montague County,Republican,9825
2024,TX,Montague County,Democratic,1208
2024,TX,Montgomery County,Republican,221964
2024,TX,Montgomery County,Democratic,82277
2024,TX,Moore County,Republican,4458
2024,TX,Moore County,Democratic,860
2024,TX,Morris County,Republican,4092
2024,TX,Morris County,Democratic,1312
2024,TX,Motley County,Republican,612
2024,TX,Motley County,Democratic,35
2024,TX,Nacogdoches County,Republican,17575
2024,TX,Nacogdoches County,Democratic,7690
2024,TX,Navarro County,Republican,14983
2024,TX,Navarro County,Democratic,4708
2024,TX,Newton County,Republican,4781
2024,TX,Newton County,Democratic,952
2024,TX,Nolan County,Republican,4048
2024,TX,Nolan County,Democratic,1020
2024,TX,Nueces County,Republican,67201
2024,TX,Nueces County,Democratic,53248
2024,TX,Ochiltree County,Republican,2723
2024,TX,Ochiltree County,Democratic,269
2024,TX,Oldham County,Republican,895
2024,TX,Oldham County,Democratic,74
2024,TX,Orange County,Republican,30191
2024,TX,Orange County,Democratic,5945
2024,TX,Palo Pinto County,Republican,11093
2024,TX,Palo Pinto County,Democratic,2143
2024,TX,Panola County,Republican,9500
2024,TX,Panola County,Democratic,1905
2024,TX,Parker County,Republican,75168
2024,TX,Parker County,Democratic,14872
2024,TX,Parmer County,Republican,2123
2024,TX,Parmer County,Democratic,368
2024,TX,Pecos County,Republican,3042
2024,TX,Pecos County,Democratic,1144
2024,TX,Polk County,Republican,19216
2024,TX,Polk County,Democratic,4910
2024,TX,Potter County,Republican,23007
2024,TX,Potter County,Democratic,8748
2024,TX,Presidio County,Republican,686
2024,TX,Presidio County,Democratic,1289
2024,TX,Rains County,Republican,5649
2024,TX,Rains County,Democratic,869
2024,TX,Randall County,Republican,53314
2024,TX,Randall County,Democratic,12935
2024,TX,Reagan County,Republican,800
2024,TX,Reagan County,Democratic,141
2024,TX,Real County,Republican,1625
2024,TX,Real County,Democratic,315
2024,TX,Red River County,Republican,4682
2024,TX,Red River County,Democratic,1103
2024,TX,Reeves County,Republican,2340
2024,TX,Reeves County,Democratic,1070
2024,TX,Refugio County,Republican,2134
2024,TX,Refugio County,Democratic,919
2024,TX,Roberts County,Republican,547
2024,TX,Roberts County,Democratic,20
2024,TX,Robertson County,Republican,6177
2024,TX,Robertson County,Democratic,1926
2024,TX,Rockwall County,Republican,43542
2024,TX,Rockwall County,Democratic,18092
2024,TX,Runnels County,Republican,3580
2024,TX,Runnels County,Democratic,452
2024,TX,Rusk County,Republican,17234
2024,TX,Rusk County,Democratic,4337
2024,TX,Sabine County,Republican,4972
2024,TX,Sabine County,Democratic,590
2024,TX,San Augustine County,Republican,2917
2024,TX,San Augustine County,Democratic,809
2024,TX,San Jacinto County,Republican,10524
2024,TX,San Jacinto County,Democratic,2175
2024,TX,San Patricio County,Republican,17337
2024,TX,San Patricio County,Democratic,8025
2024,TX,San Saba County,Republican,2412
2024,TX,San Saba County,Democratic,276
2024,TX,Schleicher County,Republican,906
2024,TX,Schleicher County,Democratic,192
2024,TX,Scurry County,Republican,4945
2024,TX,Scurry County,Democratic,734
2024,TX,Shackelford County,Republican,1565
2024,TX,Shackelford County,Democratic,146
2024,TX,Shelby County,Republican,8164
2024,TX,Shelby County,Democratic,1741
2024,TX,Sherman County,Republican,817
2024,TX,Sherman County,Democratic,48
2024,TX,Smith County,Republican,74862
2024,TX,Smith County,Democratic,28041
2024,TX,Somervell County,Republican,4493
2024,TX,Somervell County,Democratic,751
2024,TX,Starr County,Republican,9487
2024,TX,Starr County,Democratic,6862
2024,TX,Stephens County,Republican,3368
2024,TX,Stephens County,Democratic,384
2024,TX,Sterling County,Republican,583
2024,TX,Sterling County,Democratic,43
2024,TX,Stonewall County,Republican,604
2024,TX,Stonewall County,Democratic,110
2024,TX,Sutton County,Republican,1167
2024,TX,Sutton County,Democratic,228
2024,TX,Swisher County,Republican,1840
2024,TX,Swisher County,Democratic,403
2024,TX,Tarrant County,Republican,426626
2024,TX,Tarrant County,Democratic,384501
2024,TX,Taylor County,Republican,41198
2024,TX,Taylor County,Democratic,13624
2024,TX,Terrell County,Republican,314
2024,TX,Terrell County,Democratic,91
2024,TX,Terry County,Republican,2815
2024,TX,Terry County,Democratic,587
2024,TX,Throckmorton County,Republican,823
2024,TX,Throckmorton County,Democratic,73
2024,TX,Titus County,Republican,7861
2024,TX,Titus County,Democratic,2275
2024,TX,Tom Green County,Republican,33399
2024,TX,Tom Green County,Democratic,11585
2024,TX,Travis County,Republican,170787
2024,TX,Travis County,Democratic,398981
2024,TX,Trinity County,Republican,6136
2024,TX,Trinity County,Democratic,1195
2024,TX,Tyler County,Republican,8286
2024,TX,Tyler County,Democratic,1249
2024,TX,Upshur County,Republican,16939
2024,TX,Upshur County,Democratic,2820
2024,TX,Upton County,Republican,1149
2024,TX,Upton County,Democratic,146
2024,TX,Uvalde County,Republican,6482
2024,TX,Uvalde County,Democratic,3218
2024,TX,Val Verde County,Republican,9162
